"POS","ID","PosScore","NegScore","SynsetTerms","Gloss"
"n",12465107,0,0.625,"tecophilaeacea#1 family_tecophilaeacea#1","one of many subfamilies into which some classification systems subdivide the Liliaceae but not widely accepted"
"n",12465796,0,0.625,"xanthorrhoeaceae#1 grass_tree_family#1 family_xanthorrhoeaceae#1","one of many subfamilies into which some classification systems subdivide the Liliaceae but not widely accepted"
"n",12469725,0,0.625,"subfamily_smilacaceae#1 smilacaceae#1","one of many subfamilies into which some classification systems subdivide the Liliaceae but not widely accepted"
"n",12471150,0,0.625,"family_convallariaceae#1 convallariaceae#1","one of many subfamilies into which some classification systems subdivide the Liliaceae but not widely accepted"
"n",12720893,0,0.75,"zygophyllum#1 genus_zygophyllum#1","usually tropical herbs or shrubs having ill-smelling foliage and flower buds that are used as capers: bean capers"
"n",12726902,0,0.625,"wisconsin_weeping_willow#1 salix_pendulina_blanda#1 salix_pendulina#1 salix_blanda#1","hybrid willow usually not strongly weeping in habit"
"n",12819953,0,0.625,"lappula#1 hackelia#1 genus_lappula#1 genus_hackelia#1","stickweed; beggar's lice"
"n",12873646,0,0.75,"martyniaceae#1 family_martyniaceae#1","in most classifications not considered a separate family but included in the Pedaliaceae"
"n",12918609,0.125,0.625,"wartwort#1 wartweed#1 sun_spurge#1 euphorbia_helioscopia#1 devil's_milk#2","not unattractive European weed whose flowers turn toward the sun"
"n",12964920,0,0.75,"dutch_elm_fungus#1 ceratostomella_ulmi#1","fungus causing Dutch elm disease"
"n",12973791,0,0.625,"rhizopus#1","any of various rot causing fungi of the genus Rhizopus"
"n",12979316,0,0.75,"synchytrium_endobioticum#1 potato_wart_fungus#1","fungus causing potato wart disease in potato tubers"
"n",12982338,0.125,0.625,"genus_pythium#1","destructive root-parasitic fungi"
"n",12982590,0,0.625,"pythium_debaryanum#1 damping_off_fungus#1","fungus causing damping off disease in seedlings"
"n",12982723,0,0.75,"phytophthora#1 genus_phytophthora#1","destructive parasitic fungi causing brown rot in plants"
"n",12983048,0,0.625,"phytophthora_infestans#1","fungus causing late blight in solanaceous plants especially tomatoes and potatoes"
"n",13015688,0,0.75,"corticium_solani#1 bottom_rot_fungus#1","fungus causing bottom rot in lettuce"
"n",13016076,0,0.75,"rhizoctinia_solani#1 potato_fungus#1 pellicularia_filamentosa#1","fungus causing a disease in potatoes characterized by black scurfy spots on the tubers"
"n",13063046,0,0.75,"uredinales#1 order_uredinales#1","rust fungi: parasitic fungi causing rust in plants; sometimes placed in"
"n",13064111,0,0.625,"melampsora_lini#1 flax_rust_fungus#1 flax_rust#1","fungus causing flax rust"
"n",13065514,0,0.625,"gymnosporangium_juniperi-virginianae#1 cedar-apple_rust#1 apple_rust#1","rust fungus causing rust spots on apples and pears etc"
"n",13065902,0,0.625,"ustilaginales#1 order_ustilaginales#1","parasitic fungi causing smuts; sometimes placed in class Tiliomycetes"
"n",13068735,0,0.625,"urocystis_cepulae#1 onion_smut#1","smut fungus causing blackish blisters on scales and leaves of onions; especially destructive to seedlings"
"n",13076643,0,0.625,"gymnopilus_validipes#1","a poisonous fungus with a dry cap and a cortina that does not leave much of a ring on the robust stalk"
"n",13099373,0,0.625,"pseudophloem#1","false phloem"
"n",13099586,0,0.75,"gall#3","abnormal swelling of plant tissue caused by insects or microorganisms or injury"
"n",13118398,0,0.625,"burning_bush#1","(Old Testament) the bush that burned without being consumed and from which God spoke to Moses"
"n",13272860,0,0.75,"gift_horse#1","a gift (usually of inferior quality) that should be accepted uncritically; \"it wasn't much, but don't look a gift horse in the mouth\""
"n",13282948,0,0.625,"overcompensation#2","excessive compensation"
"n",13292787,0,0.75,"satisfaction#3 expiation#1 atonement#1","compensation for a wrong; \"we were unable to get satisfaction from the local store\""
"n",13316332,0,0.625,"excise_tax#1 excise#1","a tax that is measured by the amount of business done (not on property or income from real estate)"
"n",13332670,0,0.625,"intangible_asset#1 intangible#1","assets that are saleable though not material or physical"
"n",13366693,0,0.75,"accumulation#4","(finance) profits that are not paid out as dividends but are added to the capital base of the corporation"
"n",13382306,0,0.625,"kite#2","a bank check drawn on insufficient funds at another bank in order to take advantage of the float"
"n",13397018,0,0.75,"limited_liability#1","the liability of a firm's owners for no more than the capital they have invested in the firm"
"n",13420544,0,0.625,"letter_stock#1","stock that has not been registered with the Securities and Exchange Commission and cannot be sold to the general public"
"n",13420722,0,0.625,"letter_bond#1","a bond that has not been registered with the Securities and Exchange Commission and cannot be sold to the general public"
"n",13432443,0,0.625,"anovulation#1","the absence of ovulation due to immaturity or post-maturity or pregnancy or oral contraceptive pills or dysfunction of the ovary"
"n",13474858,0,0.75,"urinary_incontinence#1 enuresis#1","inability to control the flow of urine and involuntary urination"
"n",13529167,0,0.625,"osteolysis#1","lysis of bone caused by disease or infection or inadequate blood supply"
"n",13594417,0,0.625,"composite_number#1","an integer that is divisible without remainder by at least one positive integer other than itself and one"
"n",13734816,0,0.625,"aliquant_part#1 aliquant#1","an integer that is not an exact divisor of some quantity; \"5 is an aliquant part of 12\""
"n",13757724,0.125,0.625,"large_indefinite_quantity#1 large_indefinite_amount#1","an indefinite quantity that is above the average in size or magnitude"
"n",13760316,0.125,0.625,"small_indefinite_quantity#1 small_indefinite_amount#1","an indefinite quantity that is below average size or magnitude"
"n",13907847,0,0.625,"ruck#2 pucker#1","an irregular fold in an otherwise even surface (as in cloth)"
"n",13932213,0,0.625,"dystopia#1","state in which the conditions of life are extremely bad as from deprivation or oppression or terror"
"n",13935910,0,0.625,"hot_potato#1","a difficult situation; \"he dropped the topic like a hot potato\""
"n",13951215,0,0.625,"lowness#1 lowliness#2 low_status#1","a position of inferior status; low in station or rank or fortune or estimation"
"n",13960117,0,0.625,"unreality#2 irreality#1","the state of being insubstantial or imaginary; not existing objectively or in fact"
"n",13962498,0.125,0.625,"death#3","the absence of life or state of being dead; \"he seemed more content in death than he had ever been in life\""
"n",13968308,0,0.625,"unemployment#1","the state of being unemployed or not having a job; \"unemployment is a serious social evil\"; \"the rate of unemployment is an indicator of the health of an economy\""
"n",13974144,0,0.75,"immunocompetence#1","the ability to develop an immune response following exposure to an antigen"
"n",13977366,0,0.625,"to-do#1 kerfuffle#1 hurly_burly#1 hoo-hah#1 hoo-ha#1 flutter#3 disturbance#3 disruption#2 commotion#1","a disorderly outburst or tumult; \"they were amazed by the furious disturbance they had caused\""
"n",13977732,0,0.625,"upheaval#2 turmoil#1 convulsion#3","a violent disturbance; \"the convulsions of the stock market\""
"n",13977870,0,0.875,"earthquake#2","a disturbance that is extremely disruptive; \"selling the company caused an earthquake among the employees\""
"n",13985671,0,0.625,"obscurity#3 obscureness#2","the state of being indistinct or indefinite for lack of adequate illumination"
"n",13987219,0.125,0.625,"comfort#5","satisfaction or physical well-being provided by a person or thing; \"his friendship was a comfort\"; \"a padded chair was one of the room's few comforts\""
"n",13988224,0,0.625,"nirvana#1 enlightenment#2","(Hinduism and Buddhism) the beatitude that transcends the cycle of reincarnation; characterized by the extinction of desire and suffering and individual consciousness"
"n",13988663,0,0.625,"unhappiness#2","state characterized by emotions ranging from mild discontentment to deep grief"
"n",13989051,0,0.625,"sorrowfulness#1 sorrow#4 sadness#2","the state of being sad; \"she tired of his perpetual sadness\""
"n",13989443,0,0.625,"poignancy#1 poignance#1","a state of deeply felt distress or sorrow; \"a moment of extraordinary poignancy\""
"n",13990389,0,0.625,"cleanness#2","without moral defects"
"n",13990675,0,0.625,"guiltiness#1 guilt#1","the state of having committed an offense"
"n",14007864,0.25,0.625,"virus#2","a harmful or corrupting agency; \"bigotry is a virus that must not be allowed to spread\"; \"the virus of jealousy is latent in everyone\""
"n",14018203,0.125,0.625,"mental_exhaustion#1 brain-fag#1","exhaustion that affects mental keenness"
"n",14020753,0,0.625,"acidemia#1","a blood disorder characterized by an increased concentration of hydrogen ions in the blood (which falls below 7 on the pH scale)"
"n",14023236,0.125,0.625,"hypersomnia#1","an inability to stay awake"
"n",14023374,0,0.75,"insomnia#1","an inability to sleep; chronic sleeplessness"
"n",14024391,0,0.625,"asynergy#1 asynergia#1","absence of coordination of organs or body parts that usually work together harmoniously"
"n",14024581,0,0.625,"cardiopulmonary_arrest#1 cardiac_arrest#1 asystole#1","absence of systole; failure of the ventricles of the heart to contract (usually caused by ventricular fibrillation) with consequent absence of the heart beat leading to oxygen lack and eventually to death"
"n",14025258,0,0.625,"sleep_terror_disorder#1 pavor_nocturnus#1","a disorder of sleep characterized by a dream of terrifying dimensions far worse than a typical nightmare; they occur during NREM sleep"
"n",14026285,0,0.625,"anhedonia#1","an inability to experience pleasure"
"n",14026869,0,0.75,"cryoanesthesia#1 cryoanaesthesia#1","insensibility resulting from cold"
"n",14036539,0,1,"angriness#1 anger#2","the state of being angry"
"n",14040490,0,0.75,"undernourishment#1 malnourishment#1","not having enough food to develop or function normally"
"n",14040966,0,0.625,"polydipsia#1","excessive thirst (as in cases of diabetes or kidney dysfunction)"
"n",14042423,0,0.625,"asphyxia#1","a condition in which insufficient or no oxygen and carbon dioxide are exchanged on a ventilatory basis; caused by choking or drowning or electric shock or poison gas"
"n",14043243,0,0.75,"anoxia#1","severe hypoxia; absence of oxygen in inspired gases or in arterial blood or in the tissues"
"n",14045835,0.125,0.625,"cacogenesis#1","inability to produce hybrids that are both viable and fertile"
"n",14052046,0,0.625,"unhealthiness#1 ill_health#1 health_problem#1","a state in which you are unable to function normally and without pain"
"n",14053384,0,0.625,"functional_disorder#1","disorder showing symptoms for which no physiological or anatomical cause can be identified"
"n",14054262,0,0.625,"achlorhydria#1","an abnormal deficiency or absence of free hydrochloric acid in the gastric juice; often associated with severe anemias and cancer of the stomach"
"n",14055052,0,0.75,"white_lung#1 wet_lung#1 ards#1 adult_respiratory_distress_syndrome#1","acute lung injury characterized by coughing and rales; inflammation of the lungs which become stiff and fibrous and cannot exchange oxygen; occurs among persons exposed to irritants such as corrosive chemical vapors or ammonia or chlorine etc."
"n",14057569,0,0.625,"carpal_tunnel_syndrome#1","a painful disorder caused by compression of a nerve in the carpal tunnel; characterized by discomfort and weakness in the hands and fingers and by sensations of tingling, burning or numbness"
"n",14057828,0,0.75,"celiac_disease#1","a disorder in children and adults; inability to tolerate wheat protein (gluten); symptoms include foul-smelling diarrhea and emaciation; often accompanied by lactose intolerance"
"n",14059143,0.125,0.75,"dysphagia#1","condition in which swallowing is difficult or painful"
"n",14059252,0,0.875,"dysuria#1","painful or difficult urination"
"n",14059336,0,0.75,"dystrophy#2","any degenerative disorder resulting from inadequate or faulty nutrition"
"n",14060575,0,0.625,"impaction#2","a disorder in which feces are impacted in the lower colon"
"n",14061263,0,0.625,"anorexia_nervosa#1","(psychiatry) a psychological disorder characterized by somatic delusions that you are too fat despite being emaciated"
"n",14062490,0,0.875,"invalidism#1","chronic ill health"
"n",14062565,0,0.625,"biliousness#1","gastric distress caused by a disorder of the liver or gall bladder"
"n",14065693,0,0.75,"amyloidosis#1","a disorder characterized by deposit of amyloid in organs or tissues; often secondary to chronic rheumatoid arthritis or tuberculosis or multiple myeloma"
"n",14066661,0,0.875,"nervous_breakdown#1","a severe or incapacitating emotional disorder"
"n",14066806,0,0.75,"nervous_prostration#1 nervous_exhaustion#1","an emotional disorder that leaves you exhausted and unable to work"
"n",14066959,0,0.75,"neurasthenia#1","nervous breakdown (not in technical use)"
"n",14067076,0,0.625,"shock#4","(pathology) bodily collapse or near collapse caused by inadequate oxygen delivery to the cells; characterized by reduced cardiac output and rapid heartbeat and circulatory insufficiency and pallor; \"loss of blood is an important cause of shock\""
"n",14067481,0,0.625,"cardiogenic_shock#1","shock caused by cardiac arrest"
"n",14067786,0,0.75,"distributive_shock#1","shock caused by poor distribution of the blood flow"
"n",14072423,0,0.625,"anthrax#2","a disease of humans that is not communicable; caused by infection with Bacillus anthracis followed by septicemia"
"n",14073647,0,0.75,"blackwater_fever#1","severe and often fatal malaria characterized by kidney damage resulting in dark urine"
"n",14074267,0.375,0.625,"crud#3","an ill-defined bodily ailment; \"he said he had the crud and needed a doctor\""
"n",14076011,0,0.625,"valvular_incompetence#1","inability of a bodily valve to close completely"
"n",14076270,0,0.75,"mucocutaneous_lymph_node_syndrome#1 kawasaki_disease#1","an acute disease of young children characterized by a rash and swollen lymph nodes and fever; of unknown cause"
"n",14077269,0,0.625,"hypoparathyroidism#1","inadequate secretion of parathyroid hormone resulting in abnormally low levels of calcium in the blood"
"n",14079861,0.125,0.625,"onychosis#1","any disease or disorder of the nails"
"n",14080210,0,0.625,"rheumatism#1","any painful disorder of the joints or muscles or connective tissues"
"n",14080352,0,0.625,"polyarteritis_nodosa#1 periarteritis_nodosa#1","a progressive disease of connective tissue that is characterized by nodules along arteries; nodules may block the artery and result in inadequate circulation to the particular area"
"n",14080836,0,0.625,"riggs'_disease#1 pyorrhoea#2 pyorrhea_alveolaris#1 pyorrhea#2","chronic periodontitis; purulent inflammation of the teeth sockets"
"n",14081216,0,0.75,"gingivitis#1","inflammation of the gums"
"n",14083200,0,0.625,"epileptic_seizure#1","convulsions accompanied by impaired consciousness"
"n",14083559,0,0.625,"petit_mal#2 epilepsia_minor#2","a seizure of short duration characterized by momentary unconsciousness and local muscle spasms or twitching; \"the girl was frightened by her first petit mal\""
"n",14085592,0,0.625,"alalia#1","paralysis of the vocal cords resulting in an inability to speak"
"n",14087938,0,0.75,"myoclonus_epilepsy#1 lafora's_disease#1","epilepsy characterized by clonus of muscle groups and progressive mental deterioration and genetic origin"
"n",14088758,0,0.625,"complex_absence#1","an absence seizure accompanied by other abnormalities (atonia or automatisms or vasomotor changes)"
"n",14090842,0,0.625,"erb-duchenne_paralysis#1 erb's_palsy#1","paralysis of the arm resulting from injury to the brachial plexus (usually during childbirth)"
"n",14091126,0.125,0.625,"apraxia#1","inability to make purposeful movements"
"n",14091254,0,0.625,"motor_ataxia#1 dyssynergia#1 ataxy#1 ataxia#1","inability to coordinate voluntary muscle movements; unsteady movements and staggering gait"
"n",14091757,0,0.625,"hereditary_cerebellar_ataxia#1","nervous disorder of late childhood and early adulthood; characterized by ataxic gait and hesitating or explosive speech and nystagmus"
"n",14095273,0,0.625,"flaccid_paralysis#1","weakness or loss of muscle tone resulting from injury or disease of the nerves innervating the muscles"
"n",14097432,0,0.625,"aphakia#1","absence of the natural lens of the eye (usually resulting from the removal of cataracts)"
"n",14103180,0,0.625,"megalohepatia#1 hepatomegaly#1","abnormal enlargement of the liver"
"n",14107249,0,0.625,"rhinostenosis#1","narrowing of the passages in the nasal cavities"
"n",14111133,0,0.75,"hypertrophic_cardiomyopathy#1","a disorder in which the heart muscle is so strong that it does not relax enough to fill with the heart with blood and so has reduced pumping ability"
"n",14111715,0,0.75,"mitral_valve_prolapse#1","cardiopathy resulting from the mitral valve not regulating the flow of blood between the left atrium and left ventricle of the heart"
"n",14112255,0,0.75,"heart_failure#1 coronary_failure#1","inability of the heart to pump enough blood to sustain normal bodily functions"
"n",14112719,0,0.75,"congestive_heart_failure#1","inability to pump enough blood to avoid congestion in the tissues"
"n",14113471,0,0.75,"insufficiency#2","(pathology) inability of a bodily part or organ to function normally"
"n",14113636,0,0.75,"coronary_insufficiency#1 cardiac_insufficiency#1","inadequate blood flow to the heart muscles; can cause angina pectoris"
"n",14113798,0,0.75,"nephritis#1 bright's_disease#1","an inflammation of the kidney"
"n",14114186,0,0.625,"polycystic_kidney_disease#1 pkd#1","kidney disease characterized by enlarged kidneys containing many cysts; often leads to kidney failure"
"n",14114555,0,0.625,"renal_failure#1 kidney_failure#1","inability of the kidneys to excrete wastes and to help maintain the electrolyte balance"
"n",14114773,0,0.625,"renal_insufficiency#1","insufficient excretion of wastes by the kidneys"
"n",14116078,0,0.75,"glomerulonephritis#1","nephritis marked by inflammation of the glomeruli of the kidney; characterized by decreased production of urine and by the presence of blood and protein in the urine and by edema"
"n",14117449,0,0.75,"hyperadrenalism#1 cushing's_disease#1","a glandular disorder caused by excessive ACTH resulting in greater than normal functioning of the adrenal gland; characterized by obesity"
"n",14117668,0,0.625,"hyperadrenocorticism#1 cushing's_syndrome#1","a glandular disorder caused by excessive cortisol"
"n",14118138,0,0.625,"dm#1 diabetes_mellitus#1","diabetes caused by a relative or absolute deficiency of insulin and characterized by polyuria; \"when doctors say `diabetes' they usually mean `diabetes mellitus'\""
"n",14119598,0,0.625,"nephrogenic_diabetes_insipidus#1","diabetes insipidus caused by a failure of the kidney to respond to normal levels of vasopressin"
"n",14120096,0,0.625,"latent_diabetes#1 chemical_diabetes#1","a mild form of diabetes mellitus in which there are no overt symptoms but there are abnormal responses to some diagnostic procedures"
"n",14121276,0,0.75,"hypothyroidism#1","an underactive thyroid gland; a glandular disorder resulting from insufficient production of thyroid hormones"
"n",14121500,0,0.625,"myxoedema#1 myxedema#1","hypothyroidism marked by dry skin and swellings around lips and nose as well as mental deterioration"
"n",14121667,0.125,0.625,"cretinism#1","severe hypothyroidism resulting in physical and mental stunting"
"n",14123510,0,0.75,"diphtheria#1","acute contagious infection caused by the bacterium Corynebacterium diphtheriae; marked by the formation of a false membrane in the throat and other air passages causing difficulty in breathing"
"n",14125333,0,0.625,"chromoblastomycosis#1","a fungal infection characterized by itchy warty nodules on the skin"
"n",14128331,0,0.625,"agammaglobulinemia#1","a rare immunological disorder characterized by the virtual absence of gamma globulin in the blood and consequent susceptibility to infection"
"n",14128650,0,0.625,"hypogammaglobulinemia#1","an abnormally low concentration of gamma globulin in the blood and increased risk of infection"
"n",14129999,0,0.625,"dysentery#1","an infection of the intestines marked by severe diarrhea"
"n",14130354,0,0.625,"hepatitis#1","inflammation of the liver caused by a virus or a toxin"
"n",14130661,0,0.625,"infectious_hepatitis#1 hepatitis_a#1","an acute but benign form of viral hepatitis caused by an RNA virus that does not persist in the blood serum and is usually transmitted by ingesting food or drink that is contaminated with fecal matter"
"n",14131651,0,0.625,"liver_cancer#1 cancer_of_the_liver#1","malignant neoplastic disease of the liver usually occurring as a metastasis from another cancer; symptoms include loss of appetite and weakness and bloating and jaundice and upper abdominal discomfort"
"n",14133543,0,0.625,"gonorrhoea#1 gonorrhea#1 clap#2","a common venereal disease caused by the bacterium Neisseria gonorrhoeae; symptoms are painful urination and pain around the urethra"
"n",14135277,0,0.75,"mononucleosis#1 mono#1 kissing_disease#1 infectious_mononucleosis#1 glandular_fever#1","an acute disease characterized by fever and swollen lymph nodes and an abnormal increase of mononuclear leucocytes or monocytes in the bloodstream; not highly contagious; some believe it can be transmitted by kissing"
"n",14135956,0.125,0.625,"lassa_fever#1","an acute contagious viral disease of central western Africa; characterized by fever and inflammation and muscular pains and difficulty swallowing; can be used as a bioweapon"
"n",14136187,0,0.625,"leprosy#1 hansen's_disease#1","chronic granulomatous communicable disease occurring in tropical and subtropical regions; characterized by inflamed nodules beneath the skin and wasting of body parts; caused by the bacillus Mycobacterium leprae"
"n",14136544,0,0.625,"tuberculoid_leprosy#1","leprosy characterized by tumors in the skin and cutaneous nerves"
"n",14137829,0,0.625,"meningitis#1","infectious disease characterized by inflammation of the meninges (the tissues that surround the brain or spinal cord) usually caused by a bacterial infection; symptoms include headache and stiff neck and fever and nausea"
"n",14138178,0.25,0.625,"mumps#1 epidemic_parotitis#1","an acute contagious viral disease characterized by fever and by swelling of the parotid glands"
"n",14139015,0,0.75,"pestis_bubonica#1 glandular_plague#1 bubonic_plague#1","the most common form of the plague in humans; characterized by chills, prostration, delirium and the formation of buboes in the armpits and groin; does not spread from person to person"
"n",14140176,0,0.625,"poliomyelitis#1 polio#1 infantile_paralysis#1 acute_anterior_poliomyelitis#1","an acute viral disease marked by inflammation of nerve cells of the brain stem and spinal cord"
"n",14140391,0,0.625,"pott's_disease#1","TB of the spine with destruction of vertebrae resulting in curvature of the spine"
"n",14141490,0,0.625,"spotted_fever#1","any of several severe febrile diseases characterized by skin rashes or spots on the skin"
"n",14142207,0,0.625,"trench_fever#1","marked by pain in muscles and joints and transmitted by lice"
"n",14142768,0,0.875,"rheumatic_fever#1","a severe disease chiefly of children and characterized by painful inflammation of the joints and frequently damage to the heart valves"
"n",14143818,0,0.625,"miliary_tuberculosis#1","acute tuberculosis characterized by the appearance of tiny tubercles on one or more organs of the body (presumably resulting from tubercle bacilli being spread in the bloodstream)"
"n",14146128,0,0.75,"status_asthmaticus#1","a prolonged and severe asthma attack that does not respond to standard treatment"
"n",14146273,0,0.625,"bronchitis#1","inflammation of the membranes lining the bronchial tubes"
"n",14146459,0,0.625,"bronchiolitis#1","inflammation of the membranes lining the bronchioles"
"n",14146774,0,0.625,"chronic_obstructive_pulmonary_disease#1","a nonreversible lung disease that is a combination of emphysema and chronic bronchitis; usually patients have been heavy cigarette smokers"
"n",14147014,0,0.625,"valley_fever#1 desert_rheumatism#1 coccidiomycosis#1 coccidioidomycosis#1","an infection of the lungs and skin characterized by excessive sputum and nodules"
"n",14147627,0,0.75,"pneumonia#1","respiratory disease characterized by inflammation of the lung parenchyma (excluding the bronchi) with congestion caused by viruses or bacteria or irritants"
"n",14148231,0,0.75,"bronchopneumonia#1 bronchial_pneumonia#1","pneumonia characterized by acute inflammation of the walls of the bronchioles"
"n",14148834,0,0.625,"legionnaires'_disease#1","acute (sometimes fatal) lobar pneumonia caused by bacteria of a kind first recognized after an outbreak of the disease at an American Legion convention in Philadelphia in 1976; characterized by fever and muscle and chest pain and headache and chills and a dry cough"
"n",14150740,0,0.75,"respiratory_distress_syndrome_of_the_newborn#1 respiratory_distress_syndrome#1 hyaline_membrane_disease#1","an acute lung disease of the newborn (especially the premature newborn); lungs cannot expand because of a wetting agent is lacking; characterized by rapid shallow breathing and cyanosis and the formation of a glassy hyaline membrane over the alveoli"
"n",14151884,0,0.75,"abetalipoproteinemia#1","a rare inherited disorder of fat metabolism; characterized by severe deficiency of beta-lipoproteins and abnormal red blood cells (acanthocytes) and abnormally low cholesterol levels"
"n",14152279,0,0.625,"albinism#1","the congenital absence of pigmentation in the eyes and skin and hair"
"n",14153010,0.125,0.75,"colour_vision_deficiency#1 colour_blindness#1 color_vision_deficiency#1 color_blindness#1","genetic inability to distinguish differences in hue"
"n",14154168,0,0.625,"green-blindness#1 deuteranopia#1 daltonism#1","dichromacy characterized by a lowered sensitivity to green light resulting in an inability to distinguish green and purplish-red"
"n",14156488,0,0.625,"hirschsprung's_disease#1 congenital_megacolon#1","congenital condition in which the colon does not have the normal network of nerves; there is little urge to defecate so the feces accumulate and cause megacolon"
"n",14157163,0,0.75,"lipochondrodystrophy#1 hurler's_syndrome#1 hurler's_disease#1 gargoylism#1 dysostosis_multiplex#1","hereditary disease (autosomal recessive) consisting of an error is mucopolysaccharide metabolism; characterized by severe abnormalities in development of skeletal cartilage and bone and mental retardation"
"n",14158179,0,0.625,"von_recklinghausen's_disease#1 neurofibromatosis#1","autosomal dominant disease characterized by numerous neurofibromas and by spots on the skin and often by developmental abnormalities"
"n",14158812,0,0.75,"hypobetalipoproteinemia#1","a hereditary disorder characterized by low levels of beta-lipoproteins and lipids and cholesterol"
"n",14162943,0,0.75,"lysinemia#1","an inborn error of metabolism in which the lack of certain enzymes leads to an inability to metabolize the amino acid lysine; characterized by muscular weakness and mental retardation"
"n",14168176,0.25,0.625,"refractory_anemia#1 refractory_anaemia#1","any of various anemic conditions that are not successfully treated by any means other than blood transfusions (and that are not associated with another primary disease)"
"n",14169128,0,0.625,"spielmeyer-vogt_disease#1 juvenile_amaurotic_idiocy#1","a congenital progressive disorder of lipid metabolism having an onset at age 5 and characterized by blindness and dementia and early death"
"n",14169717,0,0.75,"thrombasthenia#1","a rare autosomal recessive disease in which the platelets do not produce clots in the normal way and hemorrhage results"
"n",14169897,0.125,0.75,"tyrosinemia#1","autosomal recessive defect in tyrosine metabolism resulting in liver and kidney disturbances and mental retardation"
"n",14171492,0,0.625,"congenital_afibrinogenemia#1","a rare congenital disorder of blood coagulation in which no fibrinogen is found in the blood plasma"
"n",14171682,0.222,0.778,"inflammatory_disease#1","a disease characterized by inflammation"
"n",14172005,0,0.625,"stomach_flu#1 intestinal_flu#1 gastroenteritis#1","inflammation of the stomach and intestines; can be caused by Salmonella enteritidis"
"n",14172383,0,0.875,"collywobbles#1 cholera_morbus#1","severe gastroenteritis of unknown etiology; characterized by severe colic and vomiting and diarrhea"
"n",14172558,0,0.625,"pid#1 pelvic_inflammatory_disease#1","inflammation of the female pelvic organs (especially the Fallopian tubes) caused by infection by any of several microorganisms (chiefly gonococci and chlamydia); symptoms are abdominal pain and fever and foul-smelling vaginal discharge"
"n",14173625,0,0.75,"angina#1","any disease of the throat or fauces marked by spasmodic attacks of intense suffocative pain"
"n",14173823,0,0.625,"quinsy#1 peritonsillar_abscess#1","a painful pus filled inflammation of the tonsils and surrounding tissues; usually a complication of tonsillitis"
"n",14174011,0,0.625,"spasmodic_laryngitis#1 croup#1","a disease of infants and young children; harsh coughing and hoarseness and fever and difficult breathing"
"n",14175165,0,0.625,"amoebiosis#1 amoebiasis#1 amebiosis#1 amebiasis#1","infection by a disease-causing ameba"
"n",14175313,0,0.625,"amoebic_dysentery#1 amebic_dysentery#1","inflammation of the intestines caused by Endamoeba histolytica; usually acquired by ingesting food or water contaminated with feces; characterized by severe diarrhea"
"n",14177210,0,0.625,"giardiasis#1","infection of the intestines with protozoa found in contaminated food and water; characterized by diarrhea and nausea and flatulence and abdominal discomfort"
"n",14178482,0,0.625,"opportunistic_infection#1","any infection caused by a microorganism that does not normally cause disease in humans; occurs in persons with abnormally functioning immune systems (as AIDS patients or transplant patients receiving immunosuppressive drugs)"
"n",14180327,0,0.625,"scabies#1 itch#1","a contagious skin infection caused by the itch mite; characterized by persistent itching and skin irritation; \"he has a bad case of the itch\""
"n",14183210,0,0.75,"furuncle#1 boil#1","a painful sore with a hard core filled with pus"
"n",14183420,0,0.875,"blain#1","an inflammatory swelling or sore"
"n",14184506,0,0.75,"saddle_sore#2","sore on a horseback rider chafed by a saddle"
"n",14185503,0.25,0.625,"suprainfection#1","secondary infection caused by an opportunistic infection"
"n",14188702,0,0.75,"cystitis#1","inflammation of the urinary bladder and ureters"
"n",14189065,0,0.625,"spondylarthritis#1","arthritis that affects one or more of the intervertebral joints in the spine"
"n",14189204,0,0.625,"blood_disorder#1 blood_disease#1","a disease or disorder of the blood"
"n",14191756,0.125,0.625,"erythroblastosis#1","a blood disease characterized by the abnormal presence of erythroblasts in the blood"
"n",14192034,0,0.625,"hemoglobinopathy#1 haemoglobinopathy#1","a blood disease characterized by the presence of abnormal hemoglobins in the blood"
"n",14192790,0.125,0.625,"histiocytosis#1","a blood disease characterized by an abnormal multiplication of macrophages"
"n",14194183,0,0.625,"lysine_intolerance#1","a disorder in which a lack of certain enzymes makes it impossible to digest the amino acid lysine"
"n",14199700,0,0.75,"malnutrition#1","a state of poor nutrition; can result from insufficient or excessive or unbalanced diet or from inability to absorb foods"
"n",14199934,0,0.75,"kwashiorkor#1","severe malnutrition in children resulting from a diet excessively high in carbohydrates and low in protein"
"n",14200098,0,0.625,"marasmus#1","extreme malnutrition and emaciation (especially in children); can result from inadequate intake of food or from malabsorption or metabolic disorders"
"n",14200704,0,0.75,"zinc_deficiency#1","a deficiency caused by inadequate zinc in the diet or by liver disease or cystic fibrosis or other diseases"
"n",14200873,0,0.75,"saint_ignatius'_itch#1 pellagra#1 mayidism#1 mal_rosso#1 mal_de_la_rosa#1 maidism#1 alpine_scurvy#1","a disease caused by deficiency of niacin or tryptophan (or by a defect in the metabolic conversion of tryptophan to niacin); characterized by gastrointestinal disturbances and erythema and nervous or mental disorders; may be caused by malnutrition or alcoholism or other nutritional impairments"
"n",14201311,0,0.75,"rickets#1 rachitis#2","childhood disease caused by deficiency of vitamin D and sunlight associated with impaired metabolism of calcium and phosphorus"
